Experiment,Type,Replicate,Observation,Well Row,Well Col,Content,fret_channel,donor_channel,acceptor_channel,concentration
data_027,blank,1,6,E,6,blank_1,3617,289,7162,31.25
data_027,blank,1,7,E,7,blank_1,1989,278,3978,15.625
data_027,blank,1,8,E,8,blank_1,1041,244,1941,7.8125
data_027,blank,1,9,E,9,blank_1,770,205,1225,3.90625
data_027,blank,1,10,E,10,blank_1,680,246,754,1.953125
data_027,blank,1,11,E,11,blank_1,526,687,430,0.9765625
data_027,blank,1,12,E,12,blank_1,283,236,268,0.48828125
data_027,blank,1,13,E,13,blank_1,319,254,188,0.244140625
data_027,blank,1,14,E,14,blank_1,267,226,142,0.122070313
data_027,blank,1,15,E,15,blank_1,203,228,93,0.061035156
data_027,blank,1,16,E,16,blank_1,175,225,74,0.030517578
data_027,blank,1,17,E,17,blank_1,172,250,66,0.015258789
data_027,blank,1,18,E,18,blank_1,185,231,60,0.007629395
data_027,blank,1,19,E,19,blank_1,215,249,54,0.003814697
data_027,blank,1,20,E,20,blank_1,210,294,47,0.001907349
data_027,blank,1,21,E,21,blank_1,208,240,43,0
data_027,blank,1,22,E,22,blank_1,300,213,47,0
data_027,blank,1,23,E,23,blank_1,234,211,49,0
data_027,blank,1,24,E,24,blank_1,190,222,40,0
data_027,blank,2,1,F,1,blank_2,90545,1062,175048,1e3
data_027,blank,2,2,F,2,blank_2,33907,536,64640,500
data_027,blank,2,3,F,3,blank_2,18446,398,35678,250
data_027,blank,2,4,F,4,blank_2,12273,378,23823,125
data_027,blank,2,5,F,5,blank_2,6111,339,11497,62.5
data_027,blank,2,6,F,6,blank_2,3920,250,6945,31.25
data_027,blank,2,7,F,7,blank_2,2336,263,4117,15.625
data_027,blank,2,8,F,8,blank_2,1298,250,2293,7.8125
data_027,blank,2,9,F,9,blank_2,938,271,1634,3.90625
data_027,blank,2,10,F,10,blank_2,834,221,930,1.953125
data_027,blank,2,11,F,11,blank_2,494,227,577,0.9765625
data_027,blank,2,12,F,12,blank_2,410,234,351,0.48828125
data_027,blank,2,13,F,13,blank_2,308,214,237,0.244140625
data_027,blank,2,14,F,14,blank_2,278,233,161,0.122070313
data_027,blank,2,15,F,15,blank_2,240,241,109,0.061035156
data_027,blank,2,16,F,16,blank_2,205,221,86,0.030517578
data_027,blank,2,17,F,17,blank_2,214,254,68,0.015258789
data_027,blank,2,18,F,18,blank_2,244,231,63,0.007629395
data_027,blank,2,19,F,19,blank_2,180,226,58,0.003814697
data_027,blank,2,20,F,20,blank_2,203,239,56,0.001907349
data_027,blank,2,21,F,21,blank_2,273,204,43,0
data_027,blank,2,22,F,22,blank_2,234,208,42,0
data_027,blank,2,23,F,23,blank_2,247,232,44,0
data_027,blank,2,24,F,24,blank_2,124,196,44,0
data_027,titration,1,1,G,1,titration_1,100912,22133,166505,1e3
data_027,titration,1,2,G,2,titration_1,50070,20549,68964,500
data_027,titration,1,3,G,3,titration_1,40255,23271,40902,250
data_027,titration,1,4,G,4,titration_1,25116,21770,18714,125
data_027,titration,1,5,G,5,titration_1,20692,19147,12515,62.5
data_027,titration,1,6,G,6,titration_1,19009,19575,7312,31.25
data_027,titration,1,7,G,7,titration_1,14867,20544,3541,15.625
data_027,titration,1,8,G,8,titration_1,12957,23585,2008,7.8125
data_027,titration,1,9,G,9,titration_1,10435,29652,1367,3.90625
data_027,titration,1,10,G,10,titration_1,5804,36546,769,1.953125
data_027,titration,1,11,G,11,titration_1,3001,41011,433,0.9765625
data_027,titration,1,12,G,12,titration_1,1768,42148,275,0.48828125
data_027,titration,1,13,G,13,titration_1,1194,43362,195,0.244140625
data_027,titration,1,14,G,14,titration_1,897,43985,112,0.122070313
data_027,titration,1,15,G,15,titration_1,788,45030,108,0.061035156
data_027,titration,1,16,G,16,titration_1,850,44987,80,0.030517578
data_027,titration,1,17,G,17,titration_1,943,48738,69,0.015258789
data_027,titration,1,18,G,18,titration_1,766,44473,60,0.007629395
data_027,titration,1,19,G,19,titration_1,739,45999,56,0.003814697
data_027,titration,1,20,G,20,titration_1,692,43047,52,0.001907349
data_027,titration,1,21,G,21,titration_1,827,44819,43,0
data_027,titration,1,22,G,22,titration_1,603,42942,47,0
data_027,titration,1,23,G,23,titration_1,676,44690,40,0
data_027,titration,1,24,G,24,titration_1,816,43615,43,0
data_027,titration,2,1,H,1,titration_2,102238,21786,169440,1e3
data_027,titration,2,2,H,2,titration_2,47683,19965,63850,500
data_027,titration,2,3,H,3,titration_2,35557,19777,39527,250
data_027,titration,2,4,H,4,titration_2,25164,20050,21706,125
data_027,titration,2,5,H,5,titration_2,21301,19115,12694,62.5
data_027,titration,2,6,H,6,titration_2,17847,19713,7557,31.25
data_027,titration,2,7,H,7,titration_2,15812,20188,3938,15.625
data_027,titration,2,8,H,8,titration_2,14063,21976,2404,7.8125
data_027,titration,2,9,H,9,titration_2,10585,27945,1445,3.90625
data_027,titration,2,10,H,10,titration_2,5431,35496,774,1.953125
data_027,titration,2,11,H,11,titration_2,3326,40745,480,0.9765625
data_027,titration,2,12,H,12,titration_2,1808,41930,275,0.48828125
data_027,titration,2,13,H,13,titration_2,1238,43514,224,0.244140625
data_027,titration,2,14,H,14,titration_2,1010,44982,175,0.122070313
data_027,titration,2,15,H,15,titration_2,1061,45531,115,0.061035156
data_027,titration,2,16,H,16,titration_2,937,45565,89,0.030517578
data_027,titration,2,17,H,17,titration_2,671,45554,75,0.015258789
data_027,titration,2,18,H,18,titration_2,837,44804,64,0.007629395
data_027,titration,2,19,H,19,titration_2,726,45388,57,0.003814697
data_027,titration,2,20,H,20,titration_2,633,42998,50,0.001907349
data_027,titration,2,21,H,21,titration_2,864,44804,52,0
data_027,titration,2,22,H,22,titration_2,826,43809,42,0
data_027,titration,2,23,H,23,titration_2,551,45478,46,0
data_027,titration,2,24,H,24,titration_2,618,44530,41,0
data_029,blank,1,1,M,1,blank_1,83408,1051,165496,1e3
data_029,blank,1,2,M,2,blank_1,36189,597,69690,500
data_029,blank,1,3,M,3,blank_1,20682,473,41205,250
data_029,blank,1,4,M,4,blank_1,10345,343,20177,125
data_029,blank,1,5,M,5,blank_1,5300,296,11055,62.5
data_029,blank,1,6,M,6,blank_1,3585,274,6339,31.25
data_029,blank,1,7,M,7,blank_1,1772,255,3136,15.625
data_029,blank,1,8,M,8,blank_1,1358,229,2103,7.8125
data_029,blank,1,9,M,9,blank_1,691,250,1113,3.90625
data_029,blank,1,10,M,10,blank_1,432,250,705,1.953125
data_029,blank,1,11,M,11,blank_1,357,230,395,0.9765625
data_029,blank,1,12,M,12,blank_1,295,244,265,0.48828125
data_029,blank,1,13,M,13,blank_1,239,253,168,0.244140625
data_029,blank,1,14,M,14,blank_1,213,226,112,0.122070313
data_029,blank,1,15,M,15,blank_1,312,223,91,0.061035156
data_029,blank,1,16,M,16,blank_1,247,232,82,0.030517578
data_029,blank,1,17,M,17,blank_1,137,222,55,0.015258789
data_029,blank,1,18,M,18,blank_1,219,264,64,0.007629395
data_029,blank,1,19,M,19,blank_1,180,227,53,0.003814697
data_029,blank,1,20,M,20,blank_1,243,235,50,0.001907349
data_029,blank,1,21,M,21,blank_1,173,235,49,0
data_029,blank,1,22,M,22,blank_1,136,251,51,0
data_029,blank,1,23,M,23,blank_1,210,256,47,0
data_029,blank,1,24,M,24,blank_1,267,245,36,0
data_029,blank,2,1,N,1,blank_2,84631,1134,167203,1e3
data_029,blank,2,2,N,2,blank_2,32234,546,63777,500
data_029,blank,2,3,N,3,blank_2,17353,403,35024,250
data_029,blank,2,4,N,4,blank_2,11230,358,22949,125
data_029,blank,2,5,N,5,blank_2,7167,307,13457,62.5
data_029,blank,2,6,N,6,blank_2,4470,287,7882,31.25
data_029,blank,2,7,N,7,blank_2,2048,250,3807,15.625
data_029,blank,2,8,N,8,blank_2,1452,243,2285,7.8125
data_029,blank,2,9,N,9,blank_2,967,240,1329,3.90625
data_029,blank,2,10,N,10,blank_2,511,233,894,1.953125
data_029,blank,2,11,N,11,blank_2,451,251,515,0.9765625
data_029,blank,2,12,N,12,blank_2,380,254,338,0.48828125
data_029,blank,2,13,N,13,blank_2,165,252,177,0.244140625
data_029,blank,2,14,N,14,blank_2,234,238,141,0.122070313
data_029,blank,2,15,N,15,blank_2,190,205,100,0.061035156
data_029,blank,2,16,N,16,blank_2,254,252,76,0.030517578
data_029,blank,2,17,N,17,blank_2,236,238,64,0.015258789
data_029,blank,2,18,N,18,blank_2,313,257,69,0.007629395
data_029,blank,2,19,N,19,blank_2,182,243,58,0.003814697
data_029,blank,2,20,N,20,blank_2,237,232,51,0.001907349
data_029,blank,2,21,N,21,blank_2,296,228,44,0
data_029,blank,2,22,N,22,blank_2,287,230,43,0
data_029,blank,2,23,N,23,blank_2,331,251,40,0
data_029,blank,2,24,N,24,blank_2,217,219,40,0
data_029,titration,1,1,O,1,titration_1,105291,31330,167253,1e3
data_029,titration,1,2,O,2,titration_1,52899,30124,66049,500
data_029,titration,1,3,O,3,titration_1,36518,29734,39289,250
data_029,titration,1,4,O,4,titration_1,24641,32124,21313,125
data_029,titration,1,5,O,5,titration_1,19299,33754,12906,62.5
data_029,titration,1,6,O,6,titration_1,14039,37733,6656,31.25
data_029,titration,1,7,O,7,titration_1,9401,44803,3697,15.625
data_029,titration,1,8,O,8,titration_1,6135,49101,2366,7.8125
data_029,titration,1,9,O,9,titration_1,3666,56068,1238,3.90625
data_029,titration,1,10,O,10,titration_1,2230,54050,926,1.953125
data_029,titration,1,11,O,11,titration_1,1604,55869,555,0.9765625
data_029,titration,1,12,O,12,titration_1,1333,54251,359,0.48828125
data_029,titration,1,13,O,13,titration_1,947,53085,251,0.244140625
data_029,titration,1,14,O,14,titration_1,1011,56425,192,0.122070313
data_029,titration,1,15,O,15,titration_1,830,56203,118,0.061035156
data_029,titration,1,16,O,16,titration_1,830,55257,86,0.030517578
data_029,titration,1,17,O,17,titration_1,907,55632,75,0.015258789
data_029,titration,1,18,O,18,titration_1,828,55940,67,0.007629395
data_029,titration,1,19,O,19,titration_1,971,54873,55,0.003814697
data_029,titration,1,20,O,20,titration_1,951,55647,56,0.001907349
data_029,titration,1,21,O,21,titration_1,899,55626,52,0
data_029,titration,1,22,O,22,titration_1,772,56141,48,0
data_029,titration,1,23,O,23,titration_1,916,57381,46,0
data_029,titration,1,24,O,24,titration_1,790,55163,44,0
data_029,titration,2,1,P,1,titration_2,54864,29623,76184,1e3
data_029,titration,2,2,P,2,titration_2,32213,32128,31800,500
data_029,titration,2,3,P,3,titration_2,21930,35736,16553,250
data_029,titration,2,4,P,4,titration_2,16966,38769,9468,125
data_029,titration,2,5,P,5,titration_2,11166,42912,5330,62.5
data_029,titration,2,6,P,6,titration_2,7302,48877,3323,31.25
data_029,titration,2,7,P,7,titration_2,4191,50785,1833,15.625
data_029,titration,2,8,P,8,titration_2,3247,52754,1176,7.8125
data_029,titration,2,9,P,9,titration_2,1891,56328,709,3.90625
data_029,titration,2,10,P,10,titration_2,1322,54296,408,1.953125
data_029,titration,2,11,P,11,titration_2,1071,56302,252,0.9765625
data_029,titration,2,12,P,12,titration_2,762,56774,168,0.48828125
data_029,titration,2,13,P,13,titration_2,934,56102,125,0.244140625
data_029,titration,2,14,P,14,titration_2,914,56126,87,0.122070313
data_029,titration,2,15,P,15,titration_2,912,56266,78,0.061035156
data_029,titration,2,16,P,16,titration_2,745,57059,66,0.030517578
data_029,titration,2,17,P,17,titration_2,726,55569,59,0.015258789
data_029,titration,2,18,P,18,titration_2,760,57375,56,0.007629395
data_029,titration,2,19,P,19,titration_2,796,56725,53,0.003814697
data_029,titration,2,20,P,20,titration_2,832,55367,57,0.001907349
data_029,titration,2,21,P,21,titration_2,857,57370,52,0
data_029,titration,2,22,P,22,titration_2,921,56373,52,0
data_029,titration,2,23,P,23,titration_2,864,56932,44,0
data_029,titration,2,24,P,24,titration_2,798,56172,41,0
data_032,blank,1,1,A,1,blank_1,35825,1429,178685,1e3
data_032,blank,1,2,A,2,blank_1,16072,1290,79498,500
data_032,blank,1,3,A,3,blank_1,8882,1235,42210,250
data_032,blank,1,4,A,4,blank_1,5480,1019,23524,125
data_032,blank,1,5,A,5,blank_1,2541,1091,11248,62.5
data_032,blank,1,6,A,6,blank_1,1605,1099,6229,31.25
data_032,blank,1,7,A,7,blank_1,1043,978,3696,15.625
data_032,blank,1,8,A,8,blank_1,681,844,2026,7.8125
data_032,blank,1,9,A,9,blank_1,523,923,1399,3.90625
data_032,blank,1,10,A,10,blank_1,323,939,642,1.953125
data_032,blank,1,11,A,11,blank_1,297,899,380,0.9765625
data_032,blank,1,12,A,12,blank_1,228,952,283,0.48828125
data_032,blank,1,13,A,13,blank_1,296,907,154,0.244140625
data_032,blank,1,14,A,14,blank_1,230,1002,125,0.122070313
data_032,blank,1,15,A,15,blank_1,167,870,99,0.061035156
data_032,blank,1,16,A,16,blank_1,278,900,79,0.030517578
data_032,blank,1,17,A,17,blank_1,199,838,67,0.015258789
data_032,blank,1,18,A,18,blank_1,347,896,61,0.007629395
data_032,blank,1,19,A,19,blank_1,191,911,52,0.003814697
data_032,blank,1,20,A,20,blank_1,172,1008,53,0.001907349
data_032,blank,1,21,A,21,blank_1,148,1033,42,0
data_032,blank,1,22,A,22,blank_1,382,1062,58,0
data_032,blank,1,23,A,23,blank_1,216,951,44,0
data_032,blank,1,24,A,24,blank_1,252,802,41,0
data_032,blank,2,1,B,1,blank_2,34723,1406,173925,1e3
data_032,blank,2,2,B,2,blank_2,16772,1248,79228,500
data_032,blank,2,3,B,3,blank_2,8518,1003,40305,250
data_032,blank,2,4,B,4,blank_2,5509,1032,25529,125
data_032,blank,2,5,B,5,blank_2,3102,991,12886,62.5
data_032,blank,2,6,B,6,blank_2,1404,905,6915,31.25
data_032,blank,2,7,B,7,blank_2,1286,849,4395,15.625
data_032,blank,2,8,B,8,blank_2,558,845,2600,7.8125
data_032,blank,2,9,B,9,blank_2,537,894,1764,3.90625
data_032,blank,2,10,B,10,blank_2,377,845,1078,1.953125
data_032,blank,2,11,B,11,blank_2,363,912,680,0.9765625
data_032,blank,2,12,B,12,blank_2,223,858,345,0.48828125
data_032,blank,2,13,B,13,blank_2,271,1978,204,0.244140625
data_032,blank,2,14,B,14,blank_2,286,1078,159,0.122070313
data_032,blank,2,15,B,15,blank_2,195,905,111,0.061035156
data_032,blank,2,16,B,16,blank_2,269,837,98,0.030517578
data_032,blank,2,17,B,17,blank_2,306,960,68,0.015258789
data_032,blank,2,18,B,18,blank_2,141,859,64,0.007629395
data_032,blank,2,19,B,19,blank_2,178,884,57,0.003814697
data_032,blank,2,20,B,20,blank_2,252,939,63,0.001907349
data_032,blank,2,21,B,21,blank_2,169,1072,57,0
data_032,blank,2,22,B,22,blank_2,152,961,55,0
data_032,blank,2,23,B,23,blank_2,7342,9591,66,0
data_032,blank,2,24,B,24,blank_2,205,965,47,0
data_032,titration,1,1,C,1,titration_1,42494,175328,169808,1e3
data_032,titration,1,2,C,2,titration_1,22775,171035,76788,500
data_032,titration,1,3,C,3,titration_1,13993,176254,41608,250
data_032,titration,1,4,C,4,titration_1,8680,176501,20912,125
data_032,titration,1,5,C,5,titration_1,6561,175832,13137,62.5
data_032,titration,1,6,C,6,titration_1,4317,178458,7477,31.25
data_032,titration,1,7,C,7,titration_1,3188,179229,4233,15.625
data_032,titration,1,8,C,8,titration_1,2395,173890,2436,7.8125
data_032,titration,1,9,C,9,titration_1,1801,184664,1364,3.90625
data_032,titration,1,10,C,10,titration_1,1207,180576,970,1.953125
data_032,titration,1,11,C,11,titration_1,1135,183749,549,0.9765625
data_032,titration,1,12,C,12,titration_1,1016,178739,381,0.48828125
data_032,titration,1,13,C,13,titration_1,738,176012,218,0.244140625
data_032,titration,1,14,C,14,titration_1,873,182208,148,0.122070313
data_032,titration,1,15,C,15,titration_1,769,184068,129,0.061035156
data_032,titration,1,16,C,16,titration_1,766,179519,86,0.030517578
data_032,titration,1,17,C,17,titration_1,779,186339,89,0.015258789
data_032,titration,1,18,C,18,titration_1,860,181747,62,0.007629395
data_032,titration,1,19,C,19,titration_1,815,187768,59,0.003814697
data_032,titration,1,20,C,20,titration_1,712,172892,55,0.001907349
data_032,titration,1,21,C,21,titration_1,620,180019,59,0
data_032,titration,1,22,C,22,titration_1,630,178714,62,0
data_032,titration,1,23,C,23,titration_1,949,180854,61,0
data_032,titration,1,24,C,24,titration_1,638,177433,45,0
data_032,titration,2,1,D,1,titration_2,43143,181943,171510,1e3
data_032,titration,2,2,D,2,titration_2,22721,172596,78665,500
data_032,titration,2,3,D,3,titration_2,12851,174542,38312,250
data_032,titration,2,4,D,4,titration_2,9325,180584,23259,125
data_032,titration,2,5,D,5,titration_2,6178,181482,12220,62.5
data_032,titration,2,6,D,6,titration_2,4573,175021,7607,31.25
data_032,titration,2,7,D,7,titration_2,2872,179559,3910,15.625
data_032,titration,2,8,D,8,titration_2,1889,180970,2494,7.8125
data_032,titration,2,9,D,9,titration_2,1331,184882,1511,3.90625
data_032,titration,2,10,D,10,titration_2,1176,180211,884,1.953125
data_032,titration,2,11,D,11,titration_2,1123,182227,606,0.9765625
data_032,titration,2,12,D,12,titration_2,1087,178477,428,0.48828125
data_032,titration,2,13,D,13,titration_2,981,178952,250,0.244140625
data_032,titration,2,14,D,14,titration_2,1038,182504,186,0.122070313
data_032,titration,2,15,D,15,titration_2,565,181155,140,0.061035156
data_032,titration,2,16,D,16,titration_2,650,182220,99,0.030517578
data_032,titration,2,17,D,17,titration_2,770,184584,79,0.015258789
data_032,titration,2,18,D,18,titration_2,807,183452,65,0.007629395
data_032,titration,2,19,D,19,titration_2,533,183742,70,0.003814697
data_032,titration,2,20,D,20,titration_2,838,181012,66,0.001907349
data_032,titration,2,21,D,21,titration_2,698,182072,56,0
data_032,titration,2,22,D,22,titration_2,646,183561,52,0
data_032,titration,2,23,D,23,titration_2,821,180636,56,0
data_032,titration,2,24,D,24,titration_2,818,179206,43,0
data_033,blank,1,1,E,1,blank_1,34647,1406,165189,1e3
data_033,blank,1,2,E,2,blank_1,15480,1137,72712,500
data_033,blank,1,3,E,3,blank_1,7760,1086,37255,250
data_033,blank,1,4,E,4,blank_1,4513,1151,21015,125
data_033,blank,1,5,E,5,blank_1,2231,575,8623,62.5
data_033,blank,1,6,E,6,blank_1,1087,935,5009,31.25
data_033,blank,1,7,E,7,blank_1,1043,858,3991,15.625
data_033,blank,1,8,E,8,blank_1,844,981,2705,7.8125
data_033,blank,1,9,E,9,blank_1,328,907,1329,3.90625
data_033,blank,1,10,E,10,blank_1,365,831,797,1.953125
data_033,blank,1,11,E,11,blank_1,289,901,483,0.9765625
data_033,blank,1,12,E,12,blank_1,279,889,299,0.48828125
data_033,blank,1,13,E,13,blank_1,177,875,192,0.244140625
data_033,blank,1,14,E,14,blank_1,201,889,147,0.122070313
data_033,blank,1,15,E,15,blank_1,174,848,103,0.061035156
data_033,blank,1,16,E,16,blank_1,303,996,96,0.030517578
data_033,blank,1,17,E,17,blank_1,117,892,71,0.015258789
data_033,blank,1,18,E,18,blank_1,142,903,70,0.007629395
data_033,blank,1,19,E,19,blank_1,313,836,66,0.003814697
data_033,blank,1,20,E,20,blank_1,254,964,58,0.001907349
data_033,blank,1,21,E,21,blank_1,140,874,56,0
data_033,blank,1,22,E,22,blank_1,184,1111,57,0
data_033,blank,1,23,E,23,blank_1,157,988,56,0
data_033,blank,1,24,E,24,blank_1,235,988,46,0
data_033,blank,2,1,F,1,blank_2,32365,1408,161720,1e3
data_033,blank,2,2,F,2,blank_2,15248,1117,74533,500
data_033,blank,2,3,F,3,blank_2,7445,1000,35667,250
data_033,blank,2,4,F,4,blank_2,4437,870,20841,125
data_033,blank,2,5,F,5,blank_2,2505,922,12133,62.5
data_033,blank,2,6,F,6,blank_2,1863,896,7411,31.25
data_033,blank,2,7,F,7,blank_2,966,887,4298,15.625
data_033,blank,2,8,F,8,blank_2,759,1218,3026,7.8125
data_033,blank,2,9,F,9,blank_2,417,801,1677,3.90625
data_033,blank,2,10,F,10,blank_2,342,838,985,1.953125
data_033,blank,2,11,F,11,blank_2,415,738,588,0.9765625
data_033,blank,2,12,F,12,blank_2,344,958,358,0.48828125
data_033,blank,2,13,F,13,blank_2,190,771,235,0.244140625
data_033,blank,2,14,F,14,blank_2,224,822,171,0.122070313
data_033,blank,2,15,F,15,blank_2,185,885,131,0.061035156
data_033,blank,2,16,F,16,blank_2,294,855,99,0.030517578
data_033,blank,2,17,F,17,blank_2,217,876,83,0.015258789
data_033,blank,2,18,F,18,blank_2,179,726,66,0.007629395
data_033,blank,2,19,F,19,blank_2,317,782,60,0.003814697
data_033,blank,2,20,F,20,blank_2,219,1025,58,0.001907349
data_033,blank,2,21,F,21,blank_2,189,806,49,0
data_033,blank,2,22,F,22,blank_2,208,888,51,0
data_033,blank,2,23,F,23,blank_2,255,879,51,0
data_033,blank,2,24,F,24,blank_2,158,1156,46,0
data_033,titration,1,1,G,1,titration_1,42168,209019,162212,1e3
data_033,titration,1,2,G,2,titration_1,20828,194582,71963,500
data_033,titration,1,3,G,3,titration_1,13656,197953,41437,250
data_033,titration,1,4,G,4,titration_1,7919,198294,19982,125
data_033,titration,1,5,G,5,titration_1,6110,194923,13645,62.5
data_033,titration,1,6,G,6,titration_1,4154,195626,7295,31.25
data_033,titration,1,7,G,7,titration_1,3016,198057,4130,15.625
data_033,titration,1,8,G,8,titration_1,2360,197729,2553,7.8125
data_033,titration,1,9,G,9,titration_1,1716,210270,1587,3.90625
data_033,titration,1,10,G,10,titration_1,1429,203197,974,1.953125
data_033,titration,1,11,G,11,titration_1,1200,199923,652,0.9765625
data_033,titration,1,12,G,12,titration_1,968,199155,399,0.48828125
data_033,titration,1,13,G,13,titration_1,962,201209,227,0.244140625
data_033,titration,1,14,G,14,titration_1,817,201119,190,0.122070313
data_033,titration,1,15,G,15,titration_1,787,200374,125,0.061035156
data_033,titration,1,16,G,16,titration_1,866,206426,99,0.030517578
data_033,titration,1,17,G,17,titration_1,790,210325,67,0.015258789
data_033,titration,1,18,G,18,titration_1,781,208184,58,0.007629395
data_033,titration,1,19,G,19,titration_1,684,203007,58,0.003814697
data_033,titration,1,20,G,20,titration_1,701,197240,58,0.001907349
data_033,titration,1,21,G,21,titration_1,773,203991,56,0
data_033,titration,1,22,G,22,titration_1,745,202856,49,0
data_033,titration,1,23,G,23,titration_1,763,202661,59,0
data_033,titration,1,24,G,24,titration_1,831,197533,45,0
data_033,titration,2,1,H,1,titration_2,39336,189074,161200,1e3
data_033,titration,2,2,H,2,titration_2,21391,194650,75698,500
data_033,titration,2,3,H,3,titration_2,12105,193509,37318,250
data_033,titration,2,4,H,4,titration_2,7984,196706,19640,125
data_033,titration,2,5,H,5,titration_2,5783,192823,11818,62.5
data_033,titration,2,6,H,6,titration_2,4572,194627,7549,31.25
data_033,titration,2,7,H,7,titration_2,3235,193328,4226,15.625
data_033,titration,2,8,H,8,titration_2,2048,192049,2655,7.8125
data_033,titration,2,9,H,9,titration_2,1535,196846,1563,3.90625
data_033,titration,2,10,H,10,titration_2,1346,200024,979,1.953125
data_033,titration,2,11,H,11,titration_2,1358,199965,610,0.9765625
data_033,titration,2,12,H,12,titration_2,1125,196169,389,0.48828125
data_033,titration,2,13,H,13,titration_2,909,197253,229,0.244140625
data_033,titration,2,14,H,14,titration_2,956,195196,168,0.122070313
data_033,titration,2,15,H,15,titration_2,984,203225,115,0.061035156
data_033,titration,2,16,H,16,titration_2,759,198891,92,0.030517578
data_033,titration,2,17,H,17,titration_2,812,208691,81,0.015258789
data_033,titration,2,18,H,18,titration_2,1001,205000,68,0.007629395
data_033,titration,2,19,H,19,titration_2,778,204828,63,0.003814697
data_033,titration,2,20,H,20,titration_2,737,197211,61,0.001907349
data_033,titration,2,21,H,21,titration_2,781,199474,60,0
data_033,titration,2,22,H,22,titration_2,702,197609,53,0
data_033,titration,2,23,H,23,titration_2,705,201804,50,0
data_033,titration,2,24,H,24,titration_2,854,194854,44,0
data_034,blank,1,1,I,1,blank_1,70173,5358,179615,1e3
data_034,blank,1,2,I,2,blank_1,34185,3111,86919,500
data_034,blank,1,3,I,3,blank_1,15768,2160,39749,250
data_034,blank,1,4,I,4,blank_1,9137,1679,21991,125
data_034,blank,1,5,I,5,blank_1,5153,1419,12677,62.5
data_034,blank,1,6,I,6,blank_1,2655,1254,7158,31.25
data_034,blank,1,7,I,7,blank_1,1759,1163,3625,15.625
data_034,blank,1,8,I,8,blank_1,1135,1159,2238,7.8125
data_034,blank,1,9,I,9,blank_1,560,1004,1186,3.90625
data_034,blank,1,10,I,10,blank_1,459,1062,719,1.953125
data_034,blank,1,11,I,11,blank_1,345,1173,396,0.9765625
data_034,blank,1,12,I,12,blank_1,206,1175,246,0.48828125
data_034,blank,1,13,I,13,blank_1,346,1021,154,0.244140625
data_034,blank,1,14,I,14,blank_1,197,1595,113,0.122070313
data_034,blank,1,15,I,15,blank_1,276,1105,78,0.061035156
data_034,blank,1,16,I,16,blank_1,232,1105,63,0.030517578
data_034,blank,1,17,I,17,blank_1,159,1185,52,0.015258789
data_034,blank,1,18,I,18,blank_1,182,1147,44,0.007629395
data_034,blank,1,19,I,19,blank_1,247,1063,40,0.003814697
data_034,blank,1,20,I,20,blank_1,173,1251,39,0.001907349
data_034,blank,1,21,I,21,blank_1,129,1082,33,0
data_034,blank,1,22,I,22,blank_1,287,1258,38,0
data_034,blank,1,23,I,23,blank_1,239,1316,40,0
data_034,blank,1,24,I,24,blank_1,285,1299,32,0
data_034,blank,2,1,J,1,blank_2,71820,5190,181037,1e3
data_034,blank,2,2,J,2,blank_2,33242,3194,86718,500
data_034,blank,2,3,J,3,blank_2,15828,1921,40239,250
data_034,blank,2,4,J,4,blank_2,9463,1678,23527,125
data_034,blank,2,5,J,5,blank_2,4205,1417,10825,62.5
data_034,blank,2,6,J,6,blank_2,2798,1206,6444,31.25
data_034,blank,2,7,J,7,blank_2,1607,1184,3695,15.625
data_034,blank,2,8,J,8,blank_2,1014,1053,2249,7.8125
data_034,blank,2,9,J,9,blank_2,722,1162,1323,3.90625
data_034,blank,2,10,J,10,blank_2,618,1059,682,1.953125
data_034,blank,2,11,J,11,blank_2,358,1064,471,0.9765625
data_034,blank,2,12,J,12,blank_2,268,988,378,0.48828125
data_034,blank,2,13,J,13,blank_2,181,958,199,0.244140625
data_034,blank,2,14,J,14,blank_2,275,1510,132,0.122070313
data_034,blank,2,15,J,15,blank_2,173,1026,113,0.061035156
data_034,blank,2,16,J,16,blank_2,295,1294,79,0.030517578
data_034,blank,2,17,J,17,blank_2,147,1022,64,0.015258789
data_034,blank,2,18,J,18,blank_2,182,1059,47,0.007629395
data_034,blank,2,19,J,19,blank_2,167,910,41,0.003814697
data_034,blank,2,20,J,20,blank_2,262,1052,43,0.001907349
data_034,blank,2,21,J,21,blank_2,118,1089,35,0
data_034,blank,2,22,J,22,blank_2,203,1127,35,0
data_034,blank,2,23,J,23,blank_2,254,1306,36,0
data_034,blank,2,24,J,24,blank_2,225,1342,35,0
data_034,titration,1,1,K,1,titration_1,87259,91977,182744,1e3
data_034,titration,1,2,K,2,titration_1,42633,80849,79738,500
data_034,titration,1,3,K,3,titration_1,29998,84039,43185,250
data_034,titration,1,4,K,4,titration_1,20172,79537,20335,125
data_034,titration,1,5,K,5,titration_1,16600,79905,11480,62.5
data_034,titration,1,6,K,6,titration_1,14564,81038,7318,31.25
data_034,titration,1,7,K,7,titration_1,13638,82401,4575,15.625
data_034,titration,1,8,K,8,titration_1,11252,89823,2685,7.8125
data_034,titration,1,9,K,9,titration_1,8799,108877,1587,3.90625
data_034,titration,1,10,K,10,titration_1,5623,133096,1013,1.953125
data_034,titration,1,11,K,11,titration_1,3507,152715,637,0.9765625
