Experiment,Type,Replicate,Observation,Well Row,Well Col,Content,fret_channel,donor_channel,acceptor_channel,concentration
data_015,blank,2,24,B,24,blank_2,274,191,41,0
data_015,titration,1,1,C,1,titration_1,100053,28009,175626,1e3
data_015,titration,1,2,C,2,titration_1,50714,23423,73590,500
data_015,titration,1,3,C,3,titration_1,37809,24141,42802,250
data_015,titration,1,4,C,4,titration_1,29046,24351,23268,125
data_015,titration,1,5,C,5,titration_1,24005,24466,12926,62.5
data_015,titration,1,6,C,6,titration_1,20706,24675,7148,31.25
data_015,titration,1,7,C,7,titration_1,18244,25678,3524,15.625
data_015,titration,1,8,C,8,titration_1,16010,26302,2122,7.8125
data_015,titration,1,9,C,9,titration_1,10602,37244,1014,3.90625
data_015,titration,1,10,C,10,titration_1,7108,42043,635,1.953125
data_015,titration,1,11,C,11,titration_1,6201,45525,523,0.9765625
data_015,titration,1,12,C,12,titration_1,3343,48494,285,0.48828125
data_015,titration,1,13,C,13,titration_1,1319,48032,182,0.244140625
data_015,titration,1,14,C,14,titration_1,1362,51134,131,0.122070313
data_015,titration,1,15,C,15,titration_1,954,51351,100,0.061035156
data_015,titration,1,16,C,16,titration_1,933,53826,73,0.030517578
data_015,titration,1,17,C,17,titration_1,942,54408,60,0.015258789
data_015,titration,1,18,C,18,titration_1,954,52719,51,0.007629395
data_015,titration,1,19,C,19,titration_1,836,53664,48,0.003814697
data_015,titration,1,20,C,20,titration_1,776,51683,45,0.001907349
data_015,titration,1,21,C,21,titration_1,846,50576,41,0
data_015,titration,1,22,C,22,titration_1,875,51178,33,0
data_015,titration,1,23,C,23,titration_1,788,48120,35,0
data_015,titration,1,24,C,24,titration_1,782,50972,38,0
data_015,titration,2,1,D,1,titration_2,100157,27586,179446,1e3
data_015,titration,2,2,D,2,titration_2,51972,23564,72199,500
data_015,titration,2,3,D,3,titration_2,37484,24720,41442,250
data_015,titration,2,4,D,4,titration_2,29143,24699,24597,125
data_015,titration,2,5,D,5,titration_2,23339,24229,12789,62.5
data_015,titration,2,6,D,6,titration_2,21553,24835,6782,31.25
data_015,titration,2,7,D,7,titration_2,18576,25967,3684,15.625
data_015,titration,2,8,D,8,titration_2,15965,27702,2227,7.8125
data_015,titration,2,9,D,9,titration_2,11290,34262,1217,3.90625
data_015,titration,2,10,D,10,titration_2,7889,40692,725,1.953125
data_015,titration,2,11,D,11,titration_2,4696,46508,446,0.9765625
data_015,titration,2,12,D,12,titration_2,2574,48200,265,0.48828125
data_015,titration,2,13,D,13,titration_2,1557,51276,148,0.244140625
data_015,titration,2,14,D,14,titration_2,1183,51376,102,0.122070313
data_015,titration,2,15,D,15,titration_2,1020,52113,93,0.061035156
data_015,titration,2,16,D,16,titration_2,891,51871,63,0.030517578
data_015,titration,2,17,D,17,titration_2,672,53206,67,0.015258789
data_015,titration,2,18,D,18,titration_2,866,52354,51,0.007629395
data_015,titration,2,19,D,19,titration_2,857,53247,46,0.003814697
data_015,titration,2,20,D,20,titration_2,870,51585,41,0.001907349
data_015,titration,2,21,D,21,titration_2,827,51507,43,0
data_015,titration,2,22,D,22,titration_2,906,52481,41,0
data_015,titration,2,23,D,23,titration_2,828,50365,40,0
data_015,titration,2,24,D,24,titration_2,809,49901,33,0
data_016,blank,1,1,A,1,blank_1,75880,906,166834,1e3
data_016,blank,1,2,A,2,blank_1,37003,549,76727,500
data_016,blank,1,3,A,3,blank_1,17945,376,38501,250
data_016,blank,1,4,A,4,blank_1,8066,280,17077,125
data_016,blank,1,5,A,5,blank_1,5364,260,11517,62.5
data_016,blank,1,6,A,6,blank_1,4179,263,8232,31.25
data_016,blank,1,7,A,7,blank_1,1882,228,3832,15.625
data_016,blank,1,8,A,8,blank_1,1285,265,2302,7.8125
data_016,blank,1,9,A,9,blank_1,740,232,1330,3.90625
data_016,blank,1,10,A,10,blank_1,730,234,797,1.953125
data_016,blank,1,11,A,11,blank_1,489,202,557,0.9765625
data_016,blank,1,12,A,12,blank_1,451,233,277,0.48828125
data_016,blank,1,13,A,13,blank_1,375,201,161,0.244140625
data_016,blank,1,14,A,14,blank_1,315,233,124,0.122070313
data_016,blank,1,15,A,15,blank_1,173,147,50,0.061035156
data_016,blank,1,16,A,16,blank_1,207,264,85,0.030517578
data_016,blank,1,17,A,17,blank_1,155,222,54,0.015258789
data_016,blank,1,18,A,18,blank_1,236,181,43,0.007629395
data_016,blank,1,19,A,19,blank_1,150,187,47,0.003814697
data_016,blank,1,20,A,20,blank_1,196,191,43,0.001907349
data_016,blank,1,21,A,21,blank_1,211,213,37,0
data_016,blank,1,22,A,22,blank_1,379,232,46,0
data_016,blank,1,23,A,23,blank_1,235,191,30,0
data_016,blank,1,24,A,24,blank_1,107,220,39,0
data_016,blank,2,1,B,1,blank_2,76667,887,167696,1e3
data_016,blank,2,2,B,2,blank_2,36388,573,80591,500
data_016,blank,2,3,B,3,blank_2,17162,377,38696,250
data_016,blank,2,4,B,4,blank_2,10051,314,21857,125
data_016,blank,2,5,B,5,blank_2,5077,251,10491,62.5
data_016,blank,2,6,B,6,blank_2,2851,224,6001,31.25
data_016,blank,2,7,B,7,blank_2,1381,229,3155,15.625
data_016,blank,2,8,B,8,blank_2,1194,217,1868,7.8125
data_016,blank,2,9,B,9,blank_2,759,232,1354,3.90625
data_016,blank,2,10,B,10,blank_2,584,191,648,1.953125
data_016,blank,2,11,B,11,blank_2,463,241,413,0.9765625
data_016,blank,2,12,B,12,blank_2,250,216,254,0.48828125
data_016,blank,2,13,B,13,blank_2,454,222,163,0.244140625
data_016,blank,2,14,B,14,blank_2,365,211,114,0.122070313
data_016,blank,2,15,B,15,blank_2,337,216,92,0.061035156
data_016,blank,2,16,B,16,blank_2,235,221,70,0.030517578
data_016,blank,2,17,B,17,blank_2,112,236,56,0.015258789
data_016,blank,2,18,B,18,blank_2,189,214,44,0.007629395
data_016,blank,2,19,B,19,blank_2,125,186,44,0.003814697
data_016,blank,2,20,B,20,blank_2,253,215,41,0.001907349
data_016,blank,2,21,B,21,blank_2,196,209,34,0
data_016,blank,2,22,B,22,blank_2,282,211,40,0
data_016,blank,2,23,B,23,blank_2,233,204,35,0
data_016,blank,2,24,B,24,blank_2,230,218,35,0
data_016,titration,1,1,C,1,titration_1,93925,27761,166638,1e3
data_016,titration,1,2,C,2,titration_1,48581,23714,70778,500
data_016,titration,1,3,C,3,titration_1,35606,24025,41993,250
data_016,titration,1,4,C,4,titration_1,27673,24638,22914,125
data_016,titration,1,5,C,5,titration_1,22563,24806,12739,62.5
data_016,titration,1,6,C,6,titration_1,20004,25180,7116,31.25
data_016,titration,1,7,C,7,titration_1,18204,25723,3496,15.625
data_016,titration,1,8,C,8,titration_1,16136,26480,2099,7.8125
data_016,titration,1,9,C,9,titration_1,11643,35088,1015,3.90625
data_016,titration,1,10,C,10,titration_1,7579,39488,623,1.953125
data_016,titration,1,11,C,11,titration_1,6098,42935,516,0.9765625
data_016,titration,1,12,C,12,titration_1,3553,45533,303,0.48828125
data_016,titration,1,13,C,13,titration_1,1904,45528,176,0.244140625
data_016,titration,1,14,C,14,titration_1,1209,49230,127,0.122070313
data_016,titration,1,15,C,15,titration_1,1084,49387,94,0.061035156
data_016,titration,1,16,C,16,titration_1,1076,51204,65,0.030517578
data_016,titration,1,17,C,17,titration_1,1005,50332,55,0.015258789
data_016,titration,1,18,C,18,titration_1,961,50790,47,0.007629395
data_016,titration,1,19,C,19,titration_1,862,57253,40,0.003814697
data_016,titration,1,20,C,20,titration_1,960,49557,41,0.001907349
data_016,titration,1,21,C,21,titration_1,921,48650,34,0
data_016,titration,1,22,C,22,titration_1,850,48648,41,0
data_016,titration,1,23,C,23,titration_1,811,45919,35,0
data_016,titration,1,24,C,24,titration_1,755,47993,32,0
data_016,titration,2,1,D,1,titration_2,92592,25873,170134,1e3
data_016,titration,2,2,D,2,titration_2,48701,23687,70394,500
data_016,titration,2,3,D,3,titration_2,34499,24740,40702,250
data_016,titration,2,4,D,4,titration_2,27437,24700,24261,125
data_016,titration,2,5,D,5,titration_2,22586,24831,12679,62.5
data_016,titration,2,6,D,6,titration_2,19550,25046,6822,31.25
data_016,titration,2,7,D,7,titration_2,19018,26386,3681,15.625
data_016,titration,2,8,D,8,titration_2,16023,27645,2275,7.8125
data_016,titration,2,9,D,9,titration_2,10806,32455,1170,3.90625
data_016,titration,2,10,D,10,titration_2,8946,41214,773,1.953125
data_016,titration,2,11,D,11,titration_2,5023,43848,466,0.9765625
data_016,titration,2,12,D,12,titration_2,2767,45781,255,0.48828125
data_016,titration,2,13,D,13,titration_2,1518,48844,148,0.244140625
data_016,titration,2,14,D,14,titration_2,1159,49936,108,0.122070313
data_016,titration,2,15,D,15,titration_2,891,49972,87,0.061035156
data_016,titration,2,16,D,16,titration_2,754,50091,65,0.030517578
data_016,titration,2,17,D,17,titration_2,929,51776,56,0.015258789
data_016,titration,2,18,D,18,titration_2,811,50292,52,0.007629395
data_016,titration,2,19,D,19,titration_2,882,50499,49,0.003814697
data_016,titration,2,20,D,20,titration_2,659,48944,40,0.001907349
data_016,titration,2,21,D,21,titration_2,766,48981,35,0
data_016,titration,2,22,D,22,titration_2,775,50504,39,0
data_016,titration,2,23,D,23,titration_2,937,47748,34,0
data_016,titration,2,24,D,24,titration_2,839,46562,36,0
data_017,blank,1,1,A,1,blank_1,84226,3541,178798,1e3
data_017,blank,1,2,A,2,blank_1,39415,1937,81590,500
data_017,blank,1,3,A,3,blank_1,18619,1298,40562,250
data_017,blank,1,4,A,4,blank_1,8211,962,17598,125
data_017,blank,1,5,A,5,blank_1,5387,893,11893,62.5
data_017,blank,1,6,A,6,blank_1,4253,775,8422,31.25
data_017,blank,1,7,A,7,blank_1,2104,840,3978,15.625
data_017,blank,1,8,A,8,blank_1,1409,751,2404,7.8125
data_017,blank,1,9,A,9,blank_1,839,692,1389,3.90625
data_017,blank,1,10,A,10,blank_1,631,720,809,1.953125
data_017,blank,1,11,A,11,blank_1,414,695,576,0.9765625
data_017,blank,1,12,A,12,blank_1,388,803,276,0.48828125
data_017,blank,1,13,A,13,blank_1,228,704,185,0.244140625
data_017,blank,1,14,A,14,blank_1,171,842,143,0.122070313
data_017,blank,1,15,A,15,blank_1,149,492,58,0.061035156
data_017,blank,1,16,A,16,blank_1,158,779,91,0.030517578
data_017,blank,1,17,A,17,blank_1,256,875,67,0.015258789
data_017,blank,1,18,A,18,blank_1,310,638,48,0.007629395
data_017,blank,1,19,A,19,blank_1,198,692,51,0.003814697
data_017,blank,1,20,A,20,blank_1,174,688,48,0.001907349
data_017,blank,1,21,A,21,blank_1,244,665,45,0
data_017,blank,1,22,A,22,blank_1,216,702,50,0
data_017,blank,1,23,A,23,blank_1,269,628,42,0
data_017,blank,1,24,A,24,blank_1,294,648,39,0
data_017,blank,2,1,B,1,blank_2,83507,3462,177500,1e3
data_017,blank,2,2,B,2,blank_2,39119,1921,81895,500
data_017,blank,2,3,B,3,blank_2,18568,1322,38962,250
data_017,blank,2,4,B,4,blank_2,9772,1014,21669,125
data_017,blank,2,5,B,5,blank_2,4870,796,10647,62.5
data_017,blank,2,6,B,6,blank_2,2902,810,5994,31.25
data_017,blank,2,7,B,7,blank_2,1487,741,3185,15.625
data_017,blank,2,8,B,8,blank_2,1131,725,1818,7.8125
data_017,blank,2,9,B,9,blank_2,776,664,1277,3.90625
data_017,blank,2,10,B,10,blank_2,428,676,633,1.953125
data_017,blank,2,11,B,11,blank_2,417,713,426,0.9765625
data_017,blank,2,12,B,12,blank_2,184,730,266,0.48828125
data_017,blank,2,13,B,13,blank_2,385,706,173,0.244140625
data_017,blank,2,14,B,14,blank_2,384,660,121,0.122070313
data_017,blank,2,15,B,15,blank_2,245,645,96,0.061035156
data_017,blank,2,16,B,16,blank_2,360,724,83,0.030517578
data_017,blank,2,17,B,17,blank_2,198,726,55,0.015258789
data_017,blank,2,18,B,18,blank_2,175,765,55,0.007629395
data_017,blank,2,19,B,19,blank_2,242,646,48,0.003814697
data_017,blank,2,20,B,20,blank_2,211,706,43,0.001907349
data_017,blank,2,21,B,21,blank_2,266,652,44,0
data_017,blank,2,22,B,22,blank_2,218,716,42,0
data_017,blank,2,23,B,23,blank_2,182,615,39,0
data_017,blank,2,24,B,24,blank_2,190,726,37,0
data_017,titration,1,1,C,1,titration_1,101630,95188,172081,1e3
data_017,titration,1,2,C,2,titration_1,52796,79082,72576,500
data_017,titration,1,3,C,3,titration_1,39086,81469,42218,250
data_017,titration,1,4,C,4,titration_1,36215,91104,22774,125
data_017,titration,1,5,C,5,titration_1,23958,80966,12652,62.5
data_017,titration,1,6,C,6,titration_1,20759,88612,6919,31.25
data_017,titration,1,7,C,7,titration_1,18010,90879,3446,15.625
data_017,titration,1,8,C,8,titration_1,14812,96244,2063,7.8125
data_017,titration,1,9,C,9,titration_1,9361,141039,1003,3.90625
data_017,titration,1,10,C,10,titration_1,5334,154088,637,1.953125
data_017,titration,1,11,C,11,titration_1,4320,164222,506,0.9765625
data_017,titration,1,12,C,12,titration_1,2425,170217,297,0.48828125
data_017,titration,1,13,C,13,titration_1,1245,171600,184,0.244140625
data_017,titration,1,14,C,14,titration_1,1145,177816,125,0.122070313
data_017,titration,1,15,C,15,titration_1,1278,178991,98,0.061035156
data_017,titration,1,16,C,16,titration_1,829,184163,75,0.030517578
data_017,titration,1,17,C,17,titration_1,841,179190,58,0.015258789
data_017,titration,1,18,C,18,titration_1,1063,184806,55,0.007629395
data_017,titration,1,19,C,19,titration_1,818,179753,50,0.003814697
data_017,titration,1,20,C,20,titration_1,816,178013,51,0.001907349
data_017,titration,1,21,C,21,titration_1,721,176444,41,0
data_017,titration,1,22,C,22,titration_1,810,177334,41,0
data_017,titration,1,23,C,23,titration_1,828,169806,36,0
data_017,titration,1,24,C,24,titration_1,820,181239,37,0
data_017,titration,2,1,D,1,titration_2,99560,89367,175515,1e3
data_017,titration,2,2,D,2,titration_2,51696,77900,70903,500
data_017,titration,2,3,D,3,titration_2,36680,79596,40177,250
data_017,titration,2,4,D,4,titration_2,28898,80003,23870,125
data_017,titration,2,5,D,5,titration_2,22475,80339,12481,62.5
data_017,titration,2,6,D,6,titration_2,20920,81247,6523,31.25
data_017,titration,2,7,D,7,titration_2,18114,87078,3555,15.625
data_017,titration,2,8,D,8,titration_2,15612,98401,2176,7.8125
data_017,titration,2,9,D,9,titration_2,8960,132924,1136,3.90625
data_017,titration,2,10,D,10,titration_2,6614,146114,709,1.953125
data_017,titration,2,11,D,11,titration_2,3961,165645,433,0.9765625
data_017,titration,2,12,D,12,titration_2,1828,168391,273,0.48828125
data_017,titration,2,13,D,13,titration_2,1304,178331,153,0.244140625
data_017,titration,2,14,D,14,titration_2,984,176789,106,0.122070313
data_017,titration,2,15,D,15,titration_2,1124,180162,94,0.061035156
data_017,titration,2,16,D,16,titration_2,821,177879,68,0.030517578
data_017,titration,2,17,D,17,titration_2,906,184834,59,0.015258789
data_017,titration,2,18,D,18,titration_2,746,180149,54,0.007629395
data_017,titration,2,19,D,19,titration_2,833,184141,47,0.003814697
data_017,titration,2,20,D,20,titration_2,720,177202,43,0.001907349
data_017,titration,2,21,D,21,titration_2,800,177620,43,0
data_017,titration,2,22,D,22,titration_2,835,183418,44,0
data_017,titration,2,23,D,23,titration_2,665,174696,39,0
data_017,titration,2,24,D,24,titration_2,718,175689,34,0
data_024,blank,1,1,A,1,blank_1,70415,980,163916,1e3
data_024,blank,1,2,A,2,blank_1,30603,553,72816,500
data_024,blank,1,3,A,3,blank_1,15597,423,38602,250
data_024,blank,1,4,A,4,blank_1,8716,345,19486,125
data_024,blank,1,5,A,5,blank_1,4711,296,11591,62.5
data_024,blank,1,6,A,6,blank_1,3087,272,6906,31.25
data_024,blank,1,7,A,7,blank_1,1499,244,3209,15.625
data_024,blank,1,8,A,8,blank_1,944,251,2104,7.8125
data_024,blank,1,9,A,9,blank_1,453,210,1215,3.90625
data_024,blank,1,10,A,10,blank_1,465,259,698,1.953125
data_024,blank,1,11,A,11,blank_1,467,250,338,0.9765625
data_024,blank,1,12,A,12,blank_1,295,219,214,0.48828125
data_024,blank,1,13,A,13,blank_1,288,236,129,0.244140625
data_024,blank,1,14,A,14,blank_1,203,223,95,0.122070313
data_024,blank,1,15,A,15,blank_1,229,208,81,0.061035156
data_024,blank,1,16,A,16,blank_1,141,220,61,0.030517578
data_024,blank,1,17,A,17,blank_1,142,257,49,0.015258789
data_024,blank,1,18,A,18,blank_1,177,221,53,0.007629395
data_024,blank,1,19,A,19,blank_1,211,228,46,0.003814697
data_024,blank,1,20,A,20,blank_1,286,217,47,0.001907349
data_024,blank,1,21,A,21,blank_1,227,233,48,0
data_024,blank,1,22,A,22,blank_1,208,238,40,0
data_024,blank,1,23,A,23,blank_1,192,243,36,0
data_024,blank,1,24,A,24,blank_1,173,228,32,0
data_024,blank,2,1,B,1,blank_2,69444,961,161560,1e3
data_024,blank,2,2,B,2,blank_2,30106,515,71241,500
data_024,blank,2,3,B,3,blank_2,16746,427,39923,250
data_024,blank,2,4,B,4,blank_2,8172,306,20033,125
data_024,blank,2,5,B,5,blank_2,4619,284,10300,62.5
data_024,blank,2,6,B,6,blank_2,2479,241,5669,31.25
data_024,blank,2,7,B,7,blank_2,1281,230,2699,15.625
data_024,blank,2,8,B,8,blank_2,775,236,1731,7.8125
data_024,blank,2,9,B,9,blank_2,517,269,1023,3.90625
data_024,blank,2,10,B,10,blank_2,432,213,565,1.953125
data_024,blank,2,11,B,11,blank_2,296,255,308,0.9765625
data_024,blank,2,12,B,12,blank_2,238,260,189,0.48828125
data_024,blank,2,13,B,13,blank_2,252,210,128,0.244140625
data_024,blank,2,14,B,14,blank_2,274,222,102,0.122070313
data_024,blank,2,15,B,15,blank_2,204,238,69,0.061035156
data_024,blank,2,16,B,16,blank_2,213,219,63,0.030517578
data_024,blank,2,17,B,17,blank_2,192,227,56,0.015258789
data_024,blank,2,18,B,18,blank_2,239,222,50,0.007629395
data_024,blank,2,19,B,19,blank_2,179,240,49,0.003814697
data_024,blank,2,20,B,20,blank_2,184,220,47,0.001907349
data_024,blank,2,21,B,21,blank_2,152,218,45,0
data_024,blank,2,22,B,22,blank_2,170,217,46,0
data_024,blank,2,23,B,23,blank_2,241,222,42,0
data_024,blank,2,24,B,24,blank_2,199,230,39,0
data_024,titration,1,1,C,1,titration_1,79833,28529,158955,1e3
data_024,titration,1,2,C,2,titration_1,38856,25017,68685,500
data_024,titration,1,3,C,3,titration_1,27312,26795,38132,250
data_024,titration,1,4,C,4,titration_1,20462,25849,21491,125
data_024,titration,1,5,C,5,titration_1,15522,26906,10722,62.5
data_024,titration,1,6,C,6,titration_1,12520,26472,6593,31.25
data_024,titration,1,7,C,7,titration_1,10739,27133,3440,15.625
data_024,titration,1,8,C,8,titration_1,8238,27446,1936,7.8125
data_024,titration,1,9,C,9,titration_1,7261,30710,1211,3.90625
data_024,titration,1,10,C,10,titration_1,5170,30165,598,1.953125
data_024,titration,1,11,C,11,titration_1,3806,31631,348,0.9765625
data_024,titration,1,12,C,12,titration_1,2521,32230,214,0.48828125
data_024,titration,1,13,C,13,titration_1,1523,32118,138,0.244140625
data_024,titration,1,14,C,14,titration_1,1576,32483,95,0.122070313
data_024,titration,1,15,C,15,titration_1,1044,33382,79,0.061035156
data_024,titration,1,16,C,16,titration_1,1028,33755,62,0.030517578
data_024,titration,1,17,C,17,titration_1,790,32786,50,0.015258789
data_024,titration,1,18,C,18,titration_1,648,34078,51,0.007629395
data_024,titration,1,19,C,19,titration_1,572,33247,51,0.003814697
data_024,titration,1,20,C,20,titration_1,547,33480,45,0.001907349
data_024,titration,1,21,C,21,titration_1,517,33098,48,0
data_024,titration,1,22,C,22,titration_1,557,33240,44,0
data_024,titration,1,23,C,23,titration_1,460,32254,41,0
data_024,titration,1,24,C,24,titration_1,707,32620,40,0
data_024,titration,2,1,D,1,titration_2,77630,26873,156967,1e3
data_024,titration,2,2,D,2,titration_2,39600,25791,70476,500
data_024,titration,2,3,D,3,titration_2,27063,26673,36677,250
data_024,titration,2,4,D,4,titration_2,19840,25756,20833,125
data_024,titration,2,5,D,5,titration_2,15367,26426,11055,62.5
data_024,titration,2,6,D,6,titration_2,13029,26100,6400,31.25
data_024,titration,2,7,D,7,titration_2,11496,27052,3570,15.625
data_024,titration,2,8,D,8,titration_2,9071,28144,2033,7.8125
data_024,titration,2,9,D,9,titration_2,6531,29815,1089,3.90625
data_024,titration,2,10,D,10,titration_2,5228,30155,580,1.953125
data_024,titration,2,11,D,11,titration_2,4223,31848,387,0.9765625
data_024,titration,2,12,D,12,titration_2,2667,31451,193,0.48828125
data_024,titration,2,13,D,13,titration_2,2093,32505,153,0.244140625
data_024,titration,2,14,D,14,titration_2,1661,32922,120,0.122070313
data_024,titration,2,15,D,15,titration_2,915,32718,86,0.061035156
data_024,titration,2,16,D,16,titration_2,823,33143,66,0.030517578
data_024,titration,2,17,D,17,titration_2,620,32813,56,0.015258789
data_024,titration,2,18,D,18,titration_2,750,32886,47,0.007629395
data_024,titration,2,19,D,19,titration_2,533,33977,52,0.003814697
data_024,titration,2,20,D,20,titration_2,617,32920,41,0.001907349
data_024,titration,2,21,D,21,titration_2,647,33718,44,0
data_024,titration,2,22,D,22,titration_2,635,33109,38,0
data_024,titration,2,23,D,23,titration_2,548,31646,39,0
data_024,titration,2,24,D,24,titration_2,549,32811,37,0
data_025,blank,1,1,A,1,blank_1,87749,1150,173283,1e3
data_025,blank,1,2,A,2,blank_1,38804,617,76332,500
data_025,blank,1,3,A,3,blank_1,18615,427,37454,250
data_025,blank,1,4,A,4,blank_1,11443,352,21318,125
data_025,blank,1,5,A,5,blank_1,5169,266,10178,62.5
data_025,blank,1,6,A,6,blank_1,3023,276,5230,31.25
data_025,blank,1,7,A,7,blank_1,1499,236,2626,15.625
data_025,blank,1,8,A,8,blank_1,928,272,1407,7.8125
data_025,blank,1,9,A,9,blank_1,632,214,781,3.90625
data_025,blank,1,10,A,10,blank_1,309,222,431,1.953125
data_025,blank,1,11,A,11,blank_1,360,222,240,0.9765625
data_025,blank,1,12,A,12,blank_1,237,216,171,0.48828125
data_025,blank,1,13,A,13,blank_1,191,230,101,0.244140625
data_025,blank,1,14,A,14,blank_1,161,228,82,0.122070313
data_025,blank,1,15,A,15,blank_1,236,207,64,0.061035156
data_025,blank,1,16,A,16,blank_1,181,261,52,0.030517578
data_025,blank,1,17,A,17,blank_1,200,231,45,0.015258789
data_025,blank,1,18,A,18,blank_1,253,247,50,0.007629395
data_025,blank,1,19,A,19,blank_1,181,230,44,0.003814697
data_025,blank,1,20,A,20,blank_1,149,226,41,0.001907349
data_025,blank,1,21,A,21,blank_1,153,217,43,0
data_025,blank,1,22,A,22,blank_1,198,232,36,0
data_025,blank,1,23,A,23,blank_1,267,235,39,0
data_025,blank,1,24,A,24,blank_1,163,203,36,0
data_025,blank,2,1,B,1,blank_2,92711,1125,179086,1e3
data_025,blank,2,2,B,2,blank_2,35513,551,68959,500
data_025,blank,2,3,B,3,blank_2,18883,394,36655,250
data_025,blank,2,4,B,4,blank_2,9822,380,19268,125
data_025,blank,2,5,B,5,blank_2,6784,287,12298,62.5
data_025,blank,2,6,B,6,blank_2,3793,263,6616,31.25
data_025,blank,2,7,B,7,blank_2,2120,241,3762,15.625
data_025,blank,2,8,B,8,blank_2,1282,210,2392,7.8125
data_025,blank,2,9,B,9,blank_2,943,234,1370,3.90625
data_025,blank,2,10,B,10,blank_2,624,250,908,1.953125
data_025,blank,2,11,B,11,blank_2,388,247,503,0.9765625
data_025,blank,2,12,B,12,blank_2,340,232,286,0.48828125
data_025,blank,2,13,B,13,blank_2,352,207,185,0.244140625
data_025,blank,2,14,B,14,blank_2,375,197,156,0.122070313
data_025,blank,2,15,B,15,blank_2,261,211,102,0.061035156
data_025,blank,2,16,B,16,blank_2,113,216,76,0.030517578
data_025,blank,2,17,B,17,blank_2,184,218,64,0.015258789
data_025,blank,2,18,B,18,blank_2,163,219,60,0.007629395
data_025,blank,2,19,B,19,blank_2,140,229,49,0.003814697
data_025,blank,2,20,B,20,blank_2,226,236,55,0.001907349
data_025,blank,2,21,B,21,blank_2,143,217,39,0
data_025,blank,2,22,B,22,blank_2,193,200,36,0
data_025,blank,2,23,B,23,blank_2,223,252,43,0
data_025,blank,2,24,B,24,blank_2,212,221,34,0
data_025,titration,1,1,C,1,titration_1,100689,30262,174444,1e3
data_025,titration,1,2,C,2,titration_1,47687,26099,70069,500
data_025,titration,1,3,C,3,titration_1,29732,27384,37527,250
data_025,titration,1,4,C,4,titration_1,20031,26758,18067,125
data_025,titration,1,5,C,5,titration_1,16454,27239,11549,62.5
data_025,titration,1,6,C,6,titration_1,12895,26694,6017,31.25
data_025,titration,1,7,C,7,titration_1,10404,27691,3124,15.625
data_025,titration,1,8,C,8,titration_1,8596,27542,1926,7.8125
data_025,titration,1,9,C,9,titration_1,7209,31768,1358,3.90625
data_025,titration,1,10,C,10,titration_1,5636,29430,775,1.953125
data_025,titration,1,11,C,11,titration_1,4760,32200,401,0.9765625
data_025,titration,1,12,C,12,titration_1,3690,31430,268,0.48828125
data_025,titration,1,13,C,13,titration_1,2301,31470,167,0.244140625
data_025,titration,1,14,C,14,titration_1,1766,32724,125,0.122070313
data_025,titration,1,15,C,15,titration_1,1457,33412,98,0.061035156
data_025,titration,1,16,C,16,titration_1,1289,33350,70,0.030517578
data_025,titration,1,17,C,17,titration_1,863,34144,62,0.015258789
data_025,titration,1,18,C,18,titration_1,621,33468,51,0.007629395
data_025,titration,1,19,C,19,titration_1,626,33529,50,0.003814697
data_025,titration,1,20,C,20,titration_1,704,33643,52,0.001907349
data_025,titration,1,21,C,21,titration_1,621,32737,39,0
data_025,titration,1,22,C,22,titration_1,490,33179,42,0
data_025,titration,1,23,C,23,titration_1,606,32304,39,0
data_025,titration,1,24,C,24,titration_1,586,32545,42,0
data_025,titration,2,1,D,1,titration_2,98103,27935,168338,1e3
data_025,titration,2,2,D,2,titration_2,45015,26457,67804,500
data_025,titration,2,3,D,3,titration_2,28188,26619,33479,250
data_025,titration,2,4,D,4,titration_2,20328,26516,20022,125
data_025,titration,2,5,D,5,titration_2,16618,26142,13307,62.5
data_025,titration,2,6,D,6,titration_2,14010,26602,7687,31.25
data_025,titration,2,7,D,7,titration_2,11229,26653,4016,15.625
data_025,titration,2,8,D,8,titration_2,9613,27744,2720,7.8125
data_025,titration,2,9,D,9,titration_2,7692,29979,1426,3.90625
data_025,titration,2,10,D,10,titration_2,5636,29623,683,1.953125
data_025,titration,2,11,D,11,titration_2,4740,30828,539,0.9765625
data_025,titration,2,12,D,12,titration_2,3953,31295,329,0.48828125
data_025,titration,2,13,D,13,titration_2,2784,31651,185,0.244140625
data_025,titration,2,14,D,14,titration_2,1740,32617,149,0.122070313
data_025,titration,2,15,D,15,titration_2,1663,32569,94,0.061035156
data_025,titration,2,16,D,16,titration_2,1063,32614,74,0.030517578
data_025,titration,2,17,D,17,titration_2,959,32858,57,0.015258789
data_025,titration,2,18,D,18,titration_2,748,33063,51,0.007629395
data_025,titration,2,19,D,19,titration_2,652,33223,50,0.003814697
data_025,titration,2,20,D,20,titration_2,580,32227,44,0.001907349
data_025,titration,2,21,D,21,titration_2,585,33052,45,0
data_025,titration,2,22,D,22,titration_2,470,33125,44,0
data_025,titration,2,23,D,23,titration_2,620,32661,38,0
data_025,titration,2,24,D,24,titration_2,484,32312,32,0
data_027,blank,1,1,E,1,blank_1,91764,1110,175513,1e3
data_027,blank,1,2,E,2,blank_1,35753,598,69677,500
data_027,blank,1,3,E,3,blank_1,19832,470,38852,250
data_027,blank,1,4,E,4,blank_1,9349,345,18645,125
data_027,blank,1,5,E,5,blank_1,6594,329,11807,62.5
